Player,FantPt,Cmp,Att,Tgt,Rt,Ret,Touch,Game_day_of_week,Game_num,Week_num,Date,Age,Team,,Opp,Result,PassingCmp,PassingAtt,PassingInc,PassingCmp%,PassingYds,PassingTD,PassingInt,PassingPick6,PassingTD%,PassingInt%,PassingRate,PassingSk,PassingYds2,PassingSk%,PassingY/A,PassingAY/A,PassingANY/A,PassingY/C,Touch2,TotOff,YScm,APYd,RtY,FantasyFantPt,FantasyPPR,FantasyDKPt,FantasyFDPt,RushingAtt,RushingYds,RushingY/A,RushingTD,Rushing1D,Kick ReturnsRt,Kick ReturnsYds,Kick ReturnsY/Rt,Kick ReturnsKRTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,ReceivingCtch%,ReceivingY/Tgt,Receiving1D,Punt ReturnsRet,Punt ReturnsYds,Punt ReturnsY/R,Punt ReturnsPRTD,Pos.,Draft
Johnny Mundt,2.00,0,0,2,1,0,2,Thu,11,12,2022-11-24,28-001,MIN,,NWE,W 33-26,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,1,0,0.0,0,2,2,20,10.0,0,100.0,10.0,1,0,0,,0,TE,
Cade Otton,2.00,0,0,1,0,0,1,Sun,14,15,2022-12-18,23-247,TAM,,CIN,L 23-34,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,1,1,20,20.0,0,100.0,20.0,1,0,0,,0,TE,4-106
Cordarrelle Patterson,2.00,0,5,1,3,0,6,Thu,10,10,2022-11-10,31-238,ATL,@,CAR,L 15-25,0,0,0,,0,0,0,,,,,0,0,,,,,,6,18,20,105,85,2.00,3.00,3.0,2.5,5,18,3.6,0,,3,85,28.3,0,1,1,2,2.0,0,100.0,2.0,,0,0,,0,RB,1-29
MyCole Pruitt,2.00,0,0,3,0,0,2,Sun,14,15,2022-12-18,30-269,ATL,@,NOR,L 18-21,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,TE,5-143
Teagan Quitoriano,2.00,0,0,2,0,0,2,Sun,11,12,2022-11-27,22-257,HOU,@,MIA,L 15-30,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,,0,0,,0,2,2,20,10.0,0,100.0,10.0,,0,0,,0,TE,5-170
Patrick Ricard,2.00,0,1,3,0,0,4,Sun,4,4,2022-10-02,28-128,BAL,,BUF,L 20-23,0,0,0,,0,0,0,,,,,0,0,,,,,,4,3,20,20,0,2.00,5.00,5.0,3.5,1,3,3.0,0,1,0,0,,0,3,3,17,5.7,0,100.0,5.7,0,0,0,,0,FB,
Patrick Ricard,2.00,0,1,2,0,0,3,Sun,7,7,2022-10-23,28-149,BAL,,CLE,W 23-20,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,20,20,0,2.00,4.00,4.0,3.0,1,0,0.0,0,0,0,0,,0,2,2,20,10.0,0,100.0,10.0,1,0,0,,0,FB,
Brian Robinson Jr.,2.00,0,8,0,0,0,8,Sun,8,8,2022-10-30,23-222,WAS,@,IND,W 17-16,0,0,0,,0,0,0,,,,,0,0,,,,,,8,20,20,20,0,2.00,2.00,2.0,2.0,8,20,2.5,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,3-98
Cairo Santos,2.00,0,0,0,0,0,0,Sun,14,15,2022-12-18,31-036,CHI,,PHI,L 20-25,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Laviska Shenault Jr.,2.00,0,1,3,0,0,3,Sun,16,17,2023-01-01,24-088,CAR,@,TAM,L 24-30,0,0,0,,0,0,0,,,,,0,0,,,,,,3,7,20,20,0,2.00,4.00,4.0,3.0,1,7,7.0,0,0,0,0,,0,3,2,13,6.5,0,66.7,4.3,1,0,0,,0,WR,2-42
David Sills,2.00,0,0,4,0,0,2,Mon,3,3,2022-09-26,26-120,NYG,,DAL,L 16-23,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,4,2,20,10.0,0,50.0,5.0,2,0,0,,0,WR,
Steven Sims,2.00,0,2,3,2,1,4,Sun,8,8,2022-10-30,25-213,PIT,@,PHI,L 13-35,0,0,0,,0,0,0,,,,,0,0,,,,,,4,21,20,77,57,2.00,4.00,4.0,3.0,2,21,10.5,0,1,2,47,23.5,0,3,2,-1,-0.5,0,66.7,-0.3,0,1,10,10.0,0,WR,
Joey Slye,2.00,0,0,0,0,0,0,Sun,1,1,2022-09-11,26-154,WAS,,JAX,W 28-22,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Joey Slye,2.00,0,0,0,0,0,0,Sat,15,16,2022-12-24,26-258,WAS,@,SFO,L 20-37,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Shi Smith,2.00,0,0,2,0,1,1,Sun,9,9,2022-11-06,24-011,CAR,@,CIN,L 21-42,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,25,5,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,2,1,20,20.0,0,50.0,10.0,1,1,5,5.0,0,WR,6-204
Equanimeous St. Brown,2.00,0,0,1,0,0,1,Sun,14,15,2022-12-18,26-079,CHI,,PHI,L 20-25,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,1,1,20,20.0,0,100.0,20.0,1,0,0,,0,WR,6-207
Equanimeous St. Brown,2.00,0,0,3,0,0,2,Sun,16,17,2023-01-01,26-093,CHI,@,DET,L 10-41,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,WR,6-207
Jack Stoll,2.00,0,0,2,0,0,2,Sun,13,14,2022-12-11,24-317,PHI,@,NYG,W 48-22,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,2,2,20,10.0,0,100.0,10.0,1,0,0,,0,TE,
Logan Thomas,2.00,0,0,4,0,0,3,Sun,13,13,2022-12-04,31-156,WAS,@,NYG,T 20-20 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,20,20,0,2.00,5.00,5.0,3.5,0,0,,0,0,0,0,,0,4,3,20,6.7,0,75.0,5.0,1,0,0,,0,TE,4-120
Robert Tonyan,2.00,0,0,3,0,0,3,Sun,12,12,2022-11-27,28-211,GNB,@,PHI,L 33-40,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,20,20,0,2.00,5.00,5.0,3.5,0,0,,0,0,0,0,,0,3,3,20,6.7,0,100.0,6.7,1,0,0,,0,TE,
Tommy Tremble,2.00,0,0,3,0,0,2,Sun,14,15,2022-12-18,22-199,CAR,,PIT,L 16-24,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,3,2,20,10.0,0,66.7,6.7,1,0,0,,0,TE,3-83
DJ Turner,2.00,0,3,0,3,1,3,Sun,6,7,2022-10-23,25-278,LVR,,HOU,W 38-20,0,0,0,,0,0,0,,,,,0,0,,,,,,3,20,20,76,56,2.00,2.00,2.0,2.0,3,20,6.7,0,1,3,56,18.7,0,0,0,0,,0,,,0,1,0,0.0,0,WR,
Marquez Valdes-Scantling,2.00,0,0,3,0,0,1,Sun,13,14,2022-12-11,28-062,KAN,@,DEN,W 34-28,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,20,20,0,2.00,3.00,3.0,2.5,0,0,,0,0,0,0,,0,3,1,20,20.0,0,33.3,6.7,1,0,0,,0,WR,5-174
Cedrick Wilson Jr.,2.00,0,0,4,0,0,2,Sun,5,5,2022-10-09,26-323,MIA,@,NYJ,L 17-40,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,4,2,20,10.0,0,50.0,5.0,1,0,0,,0,WR,6-208
Brock Wright,2.00,0,0,2,0,0,2,Sun,10,11,2022-11-20,23-358,DET,@,NYG,W 31-18,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,20,20,0,2.00,4.00,4.0,3.0,0,0,,0,0,0,0,,0,2,2,20,10.0,0,100.0,10.0,2,0,0,,0,TE,
Cade York,2.00,0,0,0,0,0,0,Sun,17,18,2023-01-08,21-346,CLE,@,PIT,L 14-28,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,2.00,2.00,0.0,2.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,4-124
Derek Carr,1.94,15,1,0,0,0,1,Sun,7,8,2022-10-30,31-216,LVR,@,NOR,L 0-24,15,26,11,57.7,101,0,1,,0.0,3.8,50.3,3,20,10.34,3.9,2.15,1.24,6.7,1,80,-1,-1,0,1.94,1.94,2.9,2.9,1,-1,-1.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,2-36
Brandon Aiyuk,1.90,0,0,4,0,0,2,Thu,14,15,2022-12-15,24-273,SFO,@,SEA,W 21-13,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,4,2,19,9.5,0,50.0,4.8,1,0,0,,0,WR,1-25
Dan Arnold,1.90,0,0,1,0,0,1,Sun,9,9,2022-11-06,27-236,JAX,,LVR,W 27-20,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,1,1,19,19.0,0,100.0,19.0,1,0,0,,0,TE,
John Bates,1.90,0,0,6,0,0,4,Sun,4,4,2022-10-02,24-330,WAS,@,DAL,L 10-25,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,19,19,0,1.90,5.90,5.9,3.9,0,0,,0,0,0,0,,0,6,4,19,4.8,0,66.7,3.2,1,0,0,,0,TE,4-124
Daniel Bellinger,1.90,0,0,3,0,0,3,Sun,13,14,2022-12-11,22-080,NYG,,PHI,L 22-48,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,0,0,0,,0,3,3,19,6.3,0,100.0,6.3,2,0,0,,0,TE,4-112
Eno Benjamin,1.90,0,2,1,0,0,3,Sun,16,17,2023-01-01,23-263,NOR,@,PHI,W 20-10,0,0,0,,0,0,0,,,,,0,0,,,,,,3,10,19,19,0,1.90,2.90,2.9,2.4,2,10,5.0,0,,0,0,,0,1,1,9,9.0,0,100.0,9.0,,0,0,,0,RB,7-222
Malcolm Brown,1.90,0,2,1,0,0,3,Sun,8,9,2022-11-06,29-175,LAR,@,TAM,L 13-16,0,0,0,,0,0,0,,,,,0,0,,,,,,3,9,19,19,0,1.90,2.90,2.9,2.4,2,9,4.5,0,0,0,0,,0,1,1,10,10.0,0,100.0,10.0,1,0,0,,0,RB,
Marquise Brown,1.90,0,0,8,0,0,4,Sun,14,15,2022-12-18,25-197,ARI,@,DEN,L 15-24,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,19,19,0,1.90,5.90,5.9,3.9,0,0,,0,,0,0,,0,8,4,19,4.8,0,50.0,2.4,,0,0,,0,WR,1-25
Harrison Bryant,1.90,0,0,3,0,0,2,Sun,16,17,2023-01-01,24-253,CLE,@,WAS,W 24-10,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,3,2,19,9.5,0,66.7,6.3,1,0,0,,0,TE,4-115
Rex Burkhead,1.90,0,2,6,0,0,7,Sun,6,7,2022-10-23,32-113,HOU,@,LVR,L 20-38,0,0,0,,0,0,0,,,,,0,0,,,,,,7,8,19,19,0,1.90,6.90,6.9,4.4,2,8,4.0,0,1,0,0,,0,6,5,11,2.2,0,83.3,1.8,0,0,0,,0,RB,6-190
Treylon Burks,1.90,0,0,7,0,0,4,Sat,17,18,2023-01-07,22-290,TEN,@,JAX,L 16-20,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,19,19,0,1.90,5.90,5.9,3.9,0,0,,0,0,0,0,,0,7,4,19,4.8,0,57.1,2.7,2,0,0,,0,WR,1-18
Grant Calcaterra,1.90,0,0,1,0,0,1,Sun,12,13,2022-12-04,24-000,PHI,,TEN,W 35-10,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,,0,0,,0,1,1,19,19.0,0,100.0,19.0,,0,0,,0,TE,6-198
Parris Campbell,1.90,0,0,5,0,0,2,Mon,15,16,2022-12-26,25-163,IND,,LAC,L 3-20,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,5,2,19,9.5,0,40.0,3.8,1,0,0,,0,WR,2-59
Chris Conley,1.90,0,0,3,0,0,3,Sun,14,15,2022-12-18,30-054,TEN,@,LAC,L 14-17,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,0,0,0,,0,3,3,19,6.3,0,100.0,6.3,1,0,0,,0,WR,3-76
Malik Davis,1.90,0,5,0,0,0,5,Sun,17,18,2023-01-08,24-043,DAL,@,WAS,L 6-26,0,0,0,,0,0,0,,,,,0,0,,,,,,5,19,19,19,0,1.90,1.90,1.9,1.9,5,19,3.8,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,
Josiah Deguara,1.90,0,0,2,0,0,2,Sun,5,5,2022-10-09,25-237,GNB,,NYG,L 22-27,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,2,2,19,9.5,0,100.0,9.5,1,0,0,,0,TE,3-94
Will Dissly,1.90,0,0,1,0,0,1,Sat,15,16,2022-12-24,26-169,SEA,@,KAN,L 10-24,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,1,1,19,19.0,0,100.0,19.0,1,0,0,,0,TE,4-120
Clyde Edwards-Helaire,1.90,0,4,2,0,0,5,Sun,8,9,2022-11-06,23-209,KAN,,TEN,W 20-17 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,5,5,19,19,0,1.90,2.90,2.9,2.4,4,5,1.3,0,1,0,0,,0,2,1,14,14.0,0,50.0,7.0,1,0,0,,0,RB,1-32
Noah Fant,1.90,0,0,2,0,0,2,Sun,8,8,2022-10-30,24-344,SEA,,NYG,W 27-13,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,2,2,19,9.5,0,100.0,9.5,1,0,0,,0,TE,1-20
D'Onta Foreman,1.90,0,5,0,0,0,5,Sun,6,6,2022-10-16,26-175,CAR,@,LAR,L 10-24,0,0,0,,0,0,0,,,,,0,0,,,,,,5,19,19,19,0,1.90,1.90,1.9,1.9,5,19,3.8,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,RB,3-89
Kylen Granson,1.90,0,0,6,0,0,4,Sun,13,13,2022-12-04,24-252,IND,@,DAL,L 19-54,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,19,19,0,1.90,5.90,5.9,3.9,0,0,,0,0,0,0,,0,6,4,19,4.8,0,66.7,3.2,2,0,0,,0,TE,4-127
Kevin Harris,1.90,0,5,0,0,0,5,Sun,14,15,2022-12-18,22-031,NWE,@,LVR,L 24-30,0,0,0,,0,0,0,,,,,0,0,,,,,,5,19,19,19,0,1.90,1.90,1.9,1.9,5,19,3.8,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,6-183
Dontrell Hilliard,1.90,0,2,3,0,0,5,Sun,11,12,2022-11-27,27-274,TEN,,CIN,L 16-20,0,0,0,,0,0,0,,,,,0,0,,,,,,5,16,19,19,0,1.90,4.90,4.9,3.4,2,16,8.0,0,1,0,0,,0,3,3,3,1.0,0,100.0,1.0,0,0,0,,0,RB,
Justice Hill,1.90,0,4,1,1,0,5,Mon,9,9,2022-11-07,24-358,BAL,@,NOR,W 27-13,0,0,0,,0,0,0,,,,,0,0,,,,,,5,11,19,28,9,1.90,2.90,2.9,2.4,4,11,2.8,0,,1,9,9.0,0,1,1,8,8.0,0,100.0,8.0,,0,0,,0,RB,4-113
T.Y. Hilton,1.90,0,0,4,0,0,2,Sun,17,18,2023-01-08,33-055,DAL,@,WAS,L 6-26,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,4,2,19,9.5,0,50.0,4.8,1,0,0,,0,WR,3-92
KhaDarel Hodge,1.90,0,0,2,0,0,1,Sun,9,9,2022-11-06,27-307,ATL,,LAC,L 17-20,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,,0,0,,0,2,1,19,19.0,0,50.0,9.5,,0,0,,0,WR,
Austin Hooper,1.90,0,0,5,0,0,1,Mon,2,2,2022-09-19,27-325,TEN,@,BUF,L 7-41,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,5,1,19,19.0,0,20.0,3.8,1,0,0,,0,TE,3-81
Austin Hooper,1.90,0,0,2,1,0,2,Sun,3,3,2022-09-25,27-331,TEN,,LVR,W 24-22,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,1,0,0.0,0,2,2,19,9.5,0,100.0,9.5,1,0,0,,0,TE,3-81
Jesper Horsted,1.90,0,0,3,0,0,3,Mon,5,5,2022-10-10,25-225,LVR,@,KAN,L 29-30,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,,0,0,,0,3,3,19,6.3,0,100.0,6.3,,0,0,,0,TE,
Kareem Hunt,1.90,0,6,1,0,0,7,Sun,9,10,2022-11-13,27-099,CLE,@,MIA,L 17-39,0,0,0,,0,0,0,,,,,0,0,,,,,,7,9,19,19,0,1.90,2.90,2.9,2.4,6,9,1.5,0,1,0,0,,0,1,1,10,10.0,0,100.0,10.0,0,0,0,,0,RB,3-86
Keaontay Ingram,1.90,0,5,0,0,0,5,Mon,11,11,2022-11-21,23-026,ARI,,SFO,L 10-38,0,0,0,,0,0,0,,,,,0,0,,,,,,5,19,19,19,0,1.90,1.90,1.9,1.9,5,19,3.8,0,1,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,6-201
Justin Jackson,1.90,0,4,2,3,0,5,Thu,11,12,2022-11-24,26-216,DET,,BUF,L 25-28,0,0,0,,0,0,0,,,,,0,0,,,,,,5,4,19,86,67,1.90,2.90,2.9,2.4,4,4,1.0,0,1,3,67,22.3,0,2,1,15,15.0,0,50.0,7.5,1,0,0,,0,RB,7-251
Van Jefferson,1.90,0,0,5,0,0,3,Sun,15,16,2022-12-25,26-152,LAR,,DEN,W 51-14,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,0,0,0,,0,5,3,19,6.3,0,60.0,3.8,1,0,0,,0,WR,2-57
Brevin Jordan,1.90,0,0,5,0,0,2,Sun,7,8,2022-10-30,22-106,HOU,,TEN,L 10-17,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,5,2,19,9.5,0,40.0,3.8,1,0,0,,0,TE,5-147
Ko Kieft,1.90,0,0,1,0,0,1,Sun,4,4,2022-10-02,24-255,TAM,,KAN,L 31-41,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,1,1,19,19.0,0,100.0,19.0,1,0,0,,0,TE,6-218
Marcedes Lewis,1.90,0,0,1,0,0,1,Sun,9,9,2022-11-06,38-171,GNB,@,DET,L 9-15,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,1,1,19,19.0,0,100.0,19.0,1,0,0,,0,TE,1-28
Alexander Mattison,1.90,0,3,1,0,0,4,Sun,9,10,2022-11-13,24-147,MIN,@,BUF,W 33-30 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,4,11,19,19,0,1.90,2.90,2.9,2.4,3,11,3.7,0,1,0,0,,0,1,1,8,8.0,0,100.0,8.0,0,0,0,,0,RB,3-102
Isaiah McKenzie,1.90,0,0,3,0,0,2,Sun,16,18,2023-01-08,27-274,BUF,,NWE,W 35-23,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,3,2,19,9.5,0,66.7,6.3,1,0,0,,0,WR,5-172
Sony Michel,1.90,0,4,1,0,0,5,Thu,2,2,2022-09-15,27-210,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,,,,,0,0,,,,,,5,13,19,19,0,1.90,2.90,2.9,2.4,4,13,3.3,0,,0,0,,0,1,1,6,6.0,0,100.0,6.0,,0,0,,0,RB,1-31
Foster Moreau,1.90,0,0,3,0,0,2,Sat,15,16,2022-12-24,25-232,LVR,@,PIT,L 10-13,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,3,2,19,9.5,0,66.7,6.3,1,0,0,,0,TE,4-137
Quintin Morris,1.90,0,0,5,0,0,3,Sun,5,5,2022-10-09,23-261,BUF,,PIT,W 38-3,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,39,39,0,1.90,4.90,5.9,3.4,0,0,,0,0,0,0,,0,5,3,39,13.0,0,60.0,7.8,2,0,0,,0,TE,
Josh Oliver,1.90,0,0,3,0,0,1,Mon,9,9,2022-11-07,25-231,BAL,@,NOR,W 27-13,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,3,1,19,19.0,0,33.3,6.3,1,0,0,,0,TE,3-69
DeVante Parker,1.90,0,0,2,0,0,2,Sun,10,11,2022-11-20,29-304,NWE,,NYJ,W 10-3,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,,0,0,,0,2,2,19,9.5,0,100.0,9.5,,0,0,,0,WR,1-14
Dante Pettis,1.90,0,0,6,0,1,2,Sun,17,18,2023-01-08,27-077,CHI,,MIN,L 13-29,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,17,-2,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,6,2,19,9.5,0,33.3,3.2,1,1,-2,-2.0,0,WR,2-44
Kyle Pitts,1.90,0,0,7,0,0,2,Sun,1,1,2022-09-11,21-340,ATL,,NOR,L 26-27,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,7,2,19,9.5,0,28.6,2.7,1,0,0,,0,TE,1-4
Kyle Pitts,1.90,0,0,3,0,0,2,Sun,2,2,2022-09-18,21-347,ATL,@,LAR,L 27-31,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,3,2,19,9.5,0,66.7,6.3,1,0,0,,0,TE,1-4
Tony Pollard,1.90,0,7,1,0,0,7,Sun,17,18,2023-01-08,25-253,DAL,@,WAS,L 6-26,0,0,0,,0,0,0,,,,,0,0,,,,,,7,19,19,19,0,1.90,1.90,1.9,1.9,7,19,2.7,0,,0,0,,0,1,0,0,,0,0.0,0.0,,0,0,,0,RB,4-128
Kalif Raymond,1.90,0,0,2,0,2,2,Sun,13,14,2022-12-11,28-125,DET,,MIN,W 34-23,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,67,48,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,2,2,19,9.5,0,100.0,9.5,1,2,48,24.0,0,WR,
Hunter Renfrow,1.90,0,0,4,0,0,3,Sun,16,17,2023-01-01,27-011,LVR,,SFO,L 34-37 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,0,0,0,,0,4,3,19,6.3,0,75.0,4.8,1,0,0,,0,WR,5-149
Josh Reynolds,1.90,0,0,4,0,0,3,Sun,12,13,2022-12-04,27-291,DET,,JAX,W 40-14,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,0,0,0,,0,4,3,19,6.3,0,75.0,4.8,2,0,0,,0,WR,4-117
Demarcus Robinson,1.90,0,0,4,0,0,2,Sun,1,1,2022-09-11,27-355,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,19,19,0,1.90,3.90,3.9,2.9,0,0,,0,0,0,0,,0,4,2,19,9.5,0,50.0,4.8,1,0,0,,0,WR,4-126
Trey Sermon,1.90,0,2,0,0,0,2,Sun,4,4,2022-10-02,23-245,PHI,,JAX,W 29-21,0,0,0,,0,0,0,,,,,0,0,,,,,,2,19,19,19,0,1.90,1.90,1.9,1.9,2,19,9.5,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,3-88
David Sills,1.90,0,0,1,0,0,1,Sun,7,7,2022-10-23,26-147,NYG,@,JAX,W 23-17,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,1,1,19,19.0,0,100.0,19.0,1,0,0,,0,WR,
Steven Sims,1.90,0,3,2,0,2,3,Sun,12,13,2022-12-04,25-248,PIT,@,ATL,W 19-16,0,0,0,,0,0,0,,,,,0,0,,,,,,3,19,19,20,1,1.90,1.90,1.9,1.9,3,19,6.3,0,1,0,0,,0,2,0,0,,0,0.0,0.0,0,2,1,0.5,0,WR,
Geoff Swaim,1.90,0,0,4,0,0,3,Sun,1,1,2022-09-11,28-360,TEN,,NYG,L 20-21,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,19,19,0,1.90,4.90,4.9,3.4,0,0,,0,0,0,0,,0,4,3,19,6.3,0,75.0,4.8,1,0,0,,0,TE,7-246
Logan Thomas,1.90,0,0,6,0,0,5,Sun,4,4,2022-10-02,31-093,WAS,@,DAL,L 10-25,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,19,19,0,1.90,6.90,6.9,4.4,0,0,,0,0,0,0,,0,6,5,19,3.8,0,83.3,3.2,2,0,0,,0,TE,4-120
Tyquan Thornton,1.90,0,0,5,0,0,1,Mon,7,7,2022-10-24,22-078,NWE,,CHI,L 14-33,0,0,0,,0,0,0,,,,,0,0,,,,,,1,0,19,19,0,1.90,2.90,2.9,2.4,0,0,,0,0,0,0,,0,5,1,19,19.0,0,20.0,3.8,1,0,0,,0,WR,2-50
