Player,FantPt,Cmp,Att,Tgt,Rt,Ret,Touch,Game_day_of_week,Game_num,Week_num,Date,Age,Team,,Opp,Result,PassingCmp,PassingAtt,PassingInc,PassingCmp%,PassingYds,PassingTD,PassingInt,PassingPick6,PassingTD%,PassingInt%,PassingRate,PassingSk,PassingYds2,PassingSk%,PassingY/A,PassingAY/A,PassingANY/A,PassingY/C,Touch2,TotOff,YScm,APYd,RtY,FantasyFantPt,FantasyPPR,FantasyDKPt,FantasyFDPt,RushingAtt,RushingYds,RushingY/A,RushingTD,Rushing1D,Kick ReturnsRt,Kick ReturnsYds,Kick ReturnsY/Rt,Kick ReturnsKRTD,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,ReceivingCtch%,ReceivingY/Tgt,Receiving1D,Punt ReturnsRet,Punt ReturnsYds,Punt ReturnsY/R,Punt ReturnsPRTD,Pos.,Draft
Ka'imi Fairbairn,6.00,0,0,0,0,0,0,Sun,12,13,2022-12-04,28-309,HOU,,CLE,L 14-27,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Ka'imi Fairbairn,6.00,0,0,0,0,0,0,Sun,14,15,2022-12-18,28-323,HOU,,KAN,L 24-30 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Ka'imi Fairbairn,6.00,0,0,0,0,0,0,Sun,17,18,2023-01-08,28-344,HOU,@,IND,W 32-31,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Nick Folk,6.00,0,0,0,0,0,0,Sun,4,4,2022-10-02,37-331,NWE,@,GNB,L 24-27 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-178
Leonard Fournette,6.00,0,9,7,0,0,14,Sun,9,9,2022-11-06,27-292,TAM,,LAR,W 16-13,0,0,0,,0,0,0,,,,,0,0,,,,,,14,19,60,60,0,6.00,11.00,11.0,8.5,9,19,2.1,0,1,0,0,,0,7,5,41,8.2,0,71.4,5.9,1,0,0,,0,RB,1-4
Graham Gano,6.00,0,0,0,0,0,0,Sun,6,6,2022-10-16,35-190,NYG,,BAL,W 24-20,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Graham Gano,6.00,0,0,0,0,0,0,Sun,9,10,2022-11-13,35-218,NYG,,HOU,W 24-16,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Matt Gay,6.00,0,0,0,0,0,0,Thu,1,1,2022-09-08,28-177,LAR,,BUF,L 10-31,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-145
Matt Gay,6.00,0,0,0,0,0,0,Sun,6,6,2022-10-16,28-215,LAR,,CAR,W 24-10,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-145
Dallas Goedert,6.00,0,0,4,0,0,3,Sun,1,1,2022-09-11,27-251,PHI,@,DET,W 38-35,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,60,60,0,6.00,9.00,9.0,7.5,0,0,,0,0,0,0,,0,4,3,60,20.0,0,75.0,15.0,3,0,0,,0,TE,2-49
Robbie Gould,6.00,0,0,0,0,0,0,Sun,3,3,2022-09-25,39-293,SFO,@,DEN,L 10-11,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Robbie Gould,6.00,0,0,0,0,0,0,Mon,4,4,2022-10-03,39-301,SFO,,LAR,W 24-9,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Robbie Gould,6.00,0,0,0,0,0,0,Sun,5,5,2022-10-09,39-307,SFO,@,CAR,W 37-15,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Tee Higgins,6.00,0,0,8,0,0,7,Sun,9,9,2022-11-06,23-292,CIN,,CAR,W 42-21,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,60,60,0,6.00,13.00,13.0,9.5,0,0,,0,0,0,0,,0,8,7,60,8.6,0,87.5,7.5,2,0,0,,0,WR,2-33
Justice Hill,6.00,0,6,0,0,0,6,Sun,3,3,2022-09-25,24-315,BAL,@,NWE,W 37-26,0,0,0,,0,0,0,,,,,0,0,,,,,,6,60,60,60,0,6.00,6.00,6.0,6.0,6,60,10.0,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,4-113
Tyreek Hill,6.00,0,2,7,0,1,9,Sun,5,5,2022-10-09,28-222,MIA,@,NYJ,L 17-40,0,0,0,,0,0,0,,,,,0,0,,,,,,9,13,60,58,-2,6.00,13.00,13.0,9.5,2,13,6.5,0,1,0,0,,0,7,7,47,6.7,0,100.0,6.7,3,1,-2,-2.0,0,WR,5-165
DeAndre Hopkins,6.00,0,0,11,0,0,7,Sun,14,15,2022-12-18,30-195,ARI,@,DEN,L 15-24,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,60,60,0,6.00,13.00,13.0,9.5,0,0,,0,0,0,0,,0,11,7,60,8.6,0,63.6,5.5,4,0,0,,0,WR,1-27
Dustin Hopkins,6.00,0,0,0,0,0,0,Sun,1,1,2022-09-11,31-345,LAC,,LVR,W 24-19,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-177
Dustin Hopkins,6.00,0,0,0,0,0,0,Thu,2,2,2022-09-15,31-349,LAC,@,KAN,L 24-27,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-177
Diontae Johnson,6.00,0,0,13,0,0,5,Sun,5,5,2022-10-09,26-096,PIT,@,BUF,L 3-38,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,60,60,0,6.00,11.00,11.0,8.5,0,0,,0,0,0,0,,0,13,5,60,12.0,0,38.5,4.6,2,0,0,,0,WR,3-66
Diontae Johnson,6.00,0,0,11,0,0,5,Sun,12,13,2022-12-04,26-152,PIT,@,ATL,W 19-16,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,60,60,0,6.00,11.00,11.0,8.5,0,0,,0,0,0,0,,0,11,5,60,12.0,0,45.5,5.5,4,0,0,,0,WR,3-66
Wil Lutz,6.00,0,0,0,0,0,0,Sun,8,8,2022-10-30,28-115,NOR,,LVR,W 24-0,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Brett Maher,6.00,0,0,0,0,0,0,Sun,7,7,2022-10-23,32-336,DAL,,DET,W 24-6,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Brett Maher,6.00,0,0,0,0,0,0,Sun,12,13,2022-12-04,33-013,DAL,,IND,W 54-19,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Chase McLaughlin,6.00,0,0,0,0,0,0,Sun,7,7,2022-10-23,26-197,IND,@,TEN,L 10-19,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Brandon McManus,6.00,0,0,0,0,0,0,Sun,16,17,2023-01-01,31-160,DEN,@,KAN,L 24-27,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Evan McPherson,6.00,0,0,0,0,0,0,Sun,9,9,2022-11-06,23-108,CIN,,CAR,W 42-21,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-149
Jakobi Meyers,6.00,0,0,4,0,0,4,Sun,6,6,2022-10-16,25-341,NWE,@,CLE,W 38-15,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,60,60,0,6.00,10.00,10.0,8.0,0,0,,0,0,0,0,,0,4,4,60,15.0,0,100.0,15.0,2,0,0,,0,WR,
Elijah Moore,6.00,0,0,10,0,0,6,Sun,13,14,2022-12-11,22-259,NYJ,@,BUF,L 12-20,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,60,60,0,6.00,12.00,12.0,9.0,0,0,,0,0,0,0,,0,10,6,60,10.0,0,60.0,6.0,3,0,0,,0,WR,2-34
Latavius Murray,6.00,0,8,3,0,0,9,Sun,15,16,2022-12-25,32-341,DEN,@,LAR,L 14-51,0,0,0,,0,0,0,,,,,0,0,,,,,,9,34,40,40,0,6.00,7.00,7.0,6.5,8,34,4.3,0,3,0,0,,0,3,1,6,6.0,0,33.3,2.0,0,0,0,,0,RB,6-181
Jason Myers,6.00,0,0,0,0,0,0,Sun,10,10,2022-11-13,31-185,SEA,@,TAM,L 16-21,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Jason Myers,6.00,0,0,0,0,0,0,Sun,13,14,2022-12-11,31-213,SEA,,CAR,L 24-30,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Chigoziem Okonkwo,6.00,0,1,5,0,0,5,Sun,14,15,2022-12-18,23-101,TEN,@,LAC,L 14-17,0,0,0,,0,0,0,,,,,0,0,,,,,,5,6,60,60,0,6.00,10.00,10.0,8.0,1,6,6.0,0,0,0,0,,0,5,4,54,13.5,0,80.0,10.8,2,0,0,,0,TE,4-143
Chris Olave,6.00,0,0,13,0,0,5,Sun,2,2,2022-09-18,22-083,NOR,,TAM,L 10-20,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,80,80,0,6.00,11.00,12.0,8.5,0,0,,0,0,0,0,,0,13,5,80,16.0,0,38.5,6.2,1,0,0,,0,WR,1-11
Josh Palmer,6.00,0,0,11,0,0,7,Sun,12,13,2022-12-04,24-073,LAC,@,LVR,L 20-27,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,60,60,0,6.00,13.00,13.0,9.5,0,0,,0,0,0,0,,0,11,7,60,8.6,0,63.6,5.5,3,0,0,,0,WR,3-77
Cordarrelle Patterson,6.00,0,11,0,0,0,11,Sun,13,13,2022-12-04,31-262,ATL,,PIT,L 16-19,0,0,0,,0,0,0,,,,,0,0,,,,,,11,60,60,60,0,6.00,6.00,6.0,6.0,11,60,5.5,0,4,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,1-29
Riley Patterson,6.00,0,0,0,0,0,0,Sun,5,5,2022-10-09,23-032,JAX,,HOU,L 6-13,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Riley Patterson,6.00,0,0,0,0,0,0,Sun,12,13,2022-12-04,23-088,JAX,@,DET,L 14-40,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Donovan Peoples-Jones,6.00,0,0,11,0,0,6,Sun,1,1,2022-09-11,23-204,CLE,@,CAR,W 26-24,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,60,60,0,6.00,12.00,12.0,9.0,0,0,,0,0,0,0,,0,11,6,60,10.0,0,54.5,5.5,3,0,0,,0,WR,6-187
Eddy Pineiro,6.00,0,0,0,0,0,0,Sun,1,1,2022-09-11,26-363,CAR,,CLE,L 24-26,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Eddy Pineiro,6.00,0,0,0,0,0,0,Sun,4,4,2022-10-02,27-019,CAR,,ARI,L 16-26,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Eddy Pineiro,6.00,0,0,0,0,0,0,Sun,16,17,2023-01-01,27-110,CAR,@,TAM,L 24-30,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Matt Prater,6.00,0,0,0,0,0,0,Sun,12,12,2022-11-27,38-109,ARI,,LAC,L 24-25,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Jason Sanders,6.00,0,0,0,0,0,0,Sun,2,2,2022-09-18,26-306,MIA,@,BAL,W 42-38,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,7-229
Cairo Santos,6.00,0,0,0,0,0,0,Sun,9,9,2022-11-06,30-359,CHI,,MIA,L 32-35,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Cairo Santos,6.00,0,0,0,0,0,0,Sun,10,10,2022-11-13,31-001,CHI,,DET,L 30-31,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Cairo Santos,6.00,0,0,0,0,0,0,Sun,11,11,2022-11-20,31-008,CHI,@,ATL,L 24-27,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Austin Seibert,6.00,0,0,0,0,0,0,Sun,3,3,2022-09-25,25-314,DET,@,MIN,L 24-28,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,7.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,5-170
Joey Slye,6.00,0,0,0,0,0,0,Thu,6,6,2022-10-13,26-186,WAS,@,CHI,W 12-7,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Ryan Succop,6.00,0,0,0,0,0,0,Sun,3,3,2022-09-25,36-006,TAM,,GNB,L 12-14,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,8.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,7-256
Justin Tucker,6.00,0,0,0,0,0,0,Sun,1,1,2022-09-11,32-294,BAL,@,NYJ,W 24-9,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,
Quez Watkins,6.00,0,0,4,0,0,4,Mon,9,10,2022-11-14,24-158,PHI,,WAS,L 21-32,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,80,80,0,6.00,10.00,11.0,8.0,0,0,,0,0,0,0,,0,4,4,80,20.0,0,100.0,20.0,2,0,0,,0,WR,6-200
Jamaal Williams,6.00,0,12,1,0,0,13,Sun,2,2,2022-09-18,27-168,DET,,WAS,W 36-27,0,0,0,,0,0,0,,,,,0,0,,,,,,13,53,60,60,0,6.00,7.00,7.0,6.5,12,53,4.4,0,2,0,0,,0,1,1,7,7.0,0,100.0,7.0,0,0,0,,0,RB,4-134
Javonte Williams,6.00,0,15,5,0,0,18,Sun,3,3,2022-09-25,22-153,DEN,,SFO,W 11-10,0,0,0,,0,0,0,,,,,0,0,,,,,,18,58,60,60,0,6.00,9.00,9.0,7.5,15,58,3.9,0,1,0,0,,0,5,3,2,0.7,0,60.0,0.4,0,0,0,,0,RB,2-35
Kyren Williams,6.00,0,11,3,0,0,14,Sun,11,12,2022-11-27,22-093,LAR,@,KAN,L 10-26,0,0,0,,0,0,0,,,,,0,0,,,,,,14,35,60,60,0,6.00,9.00,9.0,7.5,11,35,3.2,0,1,0,0,,0,3,3,25,8.3,0,100.0,8.3,1,0,0,,0,RB,5-164
Garrett Wilson,6.00,0,0,11,0,0,6,Sun,3,3,2022-09-25,22-065,NYJ,,CIN,L 12-27,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,60,60,0,6.00,12.00,12.0,9.0,0,0,,0,0,0,0,,0,11,6,60,10.0,0,54.5,5.5,3,0,0,,0,WR,1-10
Cade York,6.00,0,0,0,0,0,0,Sun,2,2,2022-09-18,21-234,CLE,,NYJ,L 30-31,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,4-124
Cade York,6.00,0,0,0,0,0,0,Sun,16,17,2023-01-01,21-339,CLE,@,WAS,W 24-10,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,4-124
Greg Zuerlein,6.00,0,0,0,0,0,0,Sun,4,4,2022-10-02,34-279,NYJ,@,PIT,W 24-20,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-171
Greg Zuerlein,6.00,0,0,0,0,0,0,Sun,16,17,2023-01-01,35-005,NYJ,@,SEA,L 6-23,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,8.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-171
Greg Zuerlein,6.00,0,0,0,0,0,0,Sun,17,18,2023-01-08,35-012,NYJ,@,MIA,L 6-11,0,0,0,,0,0,0,,,,,0,0,,,,,,0,0,0,0,0,6.00,6.00,0.0,6.0,0,0,,0,,0,0,,0,0,0,0,,0,,,,0,0,,0,K,6-171
Najee Harris,5.96,1,8,6,0,0,14,Sun,8,8,2022-10-30,24-235,PIT,@,PHI,L 13-35,1,1,0,100.0,4,0,0,,0.0,0.0,83.3,0,0,0.00,4.0,4.00,4.00,4.0,14,36,58,58,0,5.96,11.96,12.0,9.0,8,32,4.0,0,2,0,0,,0,6,6,26,4.3,0,100.0,4.3,1,0,0,,0,RB,1-24
Bailey Zappe,5.96,10,0,0,0,0,0,Sun,4,4,2022-10-02,23-159,NWE,@,GNB,L 24-27 (OT),10,15,5,66.7,99,1,0,,6.7,0.0,107.4,3,24,16.67,6.6,7.93,5.28,9.9,0,75,0,0,0,5.96,5.96,7.0,6.0,0,0,,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,4-137
Brandon Aiyuk,5.90,0,0,5,0,0,4,Sun,17,18,2023-01-08,24-297,SFO,,ARI,W 38-13,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,59,59,0,5.90,9.90,9.9,7.9,0,0,,0,0,0,0,,0,5,4,59,14.8,0,80.0,11.8,3,0,0,,0,WR,1-25
Ja'Marr Chase,5.90,0,0,11,0,0,8,Sat,15,16,2022-12-24,22-298,CIN,@,NWE,W 22-18,0,0,0,,0,0,0,,,,,0,0,,,,,,8,0,79,79,0,5.90,13.90,14.9,9.9,0,0,,0,0,0,0,,0,11,8,79,9.9,0,72.7,7.2,6,0,0,,0,WR,1-5
J.K. Dobbins,5.90,0,12,1,0,0,12,Sat,15,16,2022-12-24,24-007,BAL,,ATL,W 17-9,0,0,0,,0,0,0,,,,,0,0,,,,,,12,59,59,59,0,5.90,5.90,5.9,5.9,12,59,4.9,0,2,0,0,,0,1,0,0,,0,0.0,0.0,0,0,0,,0,RB,2-55
Mike Evans,5.90,0,0,4,0,0,4,Mon,12,13,2022-12-05,29-106,TAM,,NOR,W 17-16,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,59,59,0,5.90,9.90,9.9,7.9,0,0,,0,0,0,0,,0,4,4,59,14.8,0,100.0,14.8,3,0,0,,0,WR,1-7
Antonio Gibson ,5.90,0,9,4,2,0,11,Sun,13,13,2022-12-04,24-164,WAS,@,NYG,T 20-20 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,11,39,59,86,27,5.90,7.90,7.9,6.9,9,39,4.3,0,2,2,27,13.5,0,4,2,20,10.0,0,50.0,5.0,1,0,0,,0,RB,3-66
Chris Godwin,5.90,0,0,10,0,0,7,Sun,4,4,2022-10-02,26-217,TAM,,KAN,L 31-41,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,59,59,0,5.90,12.90,12.9,9.4,0,0,,0,0,0,0,,0,10,7,59,8.4,0,70.0,5.9,3,0,0,,0,WR,3-84
T.J. Hockenson,5.90,0,0,12,0,0,7,Sun,16,17,2023-01-01,25-182,MIN,@,GNB,L 17-41,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,59,59,0,5.90,12.90,12.9,9.4,0,0,,0,0,0,0,,0,12,7,59,8.4,0,58.3,4.9,3,0,0,,0,TE,1-8
DeAndre Hopkins,5.90,0,0,11,0,0,7,Mon,13,14,2022-12-12,30-189,ARI,,NWE,L 13-27,0,0,0,,0,0,0,,,,,0,0,,,,,,7,0,79,79,0,5.90,12.90,13.9,9.4,0,0,,0,0,0,0,,0,11,7,79,11.3,0,63.6,7.2,4,0,0,,0,WR,1-27
Caleb Huntley,5.90,0,16,0,0,0,16,Sun,6,6,2022-10-16,24-031,ATL,,SFO,W 28-14,0,0,0,,0,0,0,,,,,0,0,,,,,,16,59,59,59,0,5.90,5.90,5.9,5.9,16,59,3.7,0,3,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,
Allen Lazard ,5.90,0,0,6,0,0,5,Sun,16,17,2023-01-01,27-021,GNB,,MIN,W 41-17,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,59,59,0,5.90,10.90,10.9,8.4,0,0,,0,0,0,0,,0,6,5,59,11.8,0,83.3,9.8,4,0,0,,0,WR,
Elijah Mitchell,5.90,0,9,0,0,0,9,Mon,10,11,2022-11-21,24-203,SFO,@,ARI,W 38-10,0,0,0,,0,0,0,,,,,0,0,,,,,,9,59,59,59,0,5.90,5.90,5.9,5.9,9,59,6.6,0,2,0,0,,0,0,0,0,,0,,,0,0,0,,0,RB,6-194
Joe Mixon,5.90,0,8,9,0,0,15,Mon,8,8,2022-10-31,26-099,CIN,@,CLE,L 13-32,0,0,0,,0,0,0,,,,,0,0,,,,,,15,27,59,59,0,5.90,12.90,12.9,9.4,8,27,3.4,0,1,0,0,,0,9,7,32,4.6,0,77.8,3.6,1,0,0,,0,RB,2-48
Josh Palmer,5.90,0,0,6,0,0,4,Sun,17,18,2023-01-08,24-108,LAC,@,DEN,L 28-31,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,39,39,0,5.90,9.90,9.9,7.9,0,0,,0,0,0,0,,0,6,4,39,9.8,0,66.7,6.5,2,0,0,,0,WR,3-77
Michael Pittman Jr.,5.90,0,0,8,0,0,5,Thu,5,5,2022-10-06,25-001,IND,@,DEN,W 12-9 (OT),0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,59,59,0,5.90,10.90,10.9,8.4,0,0,,0,0,0,0,,0,8,5,59,11.8,0,62.5,7.4,4,0,0,,0,WR,2-34
Rashid Shaheed,5.90,0,1,3,2,2,3,Sun,12,12,2022-11-27,24-088,NOR,@,SFO,L 0-13,0,0,0,,0,0,0,,,,,0,0,,,,,,3,6,59,124,65,5.90,7.90,7.9,6.9,1,6,6.0,0,1,2,47,23.5,0,3,2,53,26.5,0,66.7,17.7,2,2,18,9.0,0,WR,
JuJu Smith-Schuster,5.90,0,0,8,0,0,6,Sun,1,1,2022-09-11,25-293,KAN,@,ARI,W 44-21,0,0,0,,0,0,0,,,,,0,0,,,,,,6,0,79,79,0,5.90,11.90,12.9,8.9,0,0,,0,0,0,0,,0,8,6,79,13.2,0,75.0,9.9,3,0,0,,0,WR,2-62
Tre'Quan Smith,5.90,0,0,6,0,0,5,Thu,7,7,2022-10-20,26-286,NOR,@,ARI,L 34-42,0,0,0,,0,0,0,,,,,0,0,,,,,,5,0,59,59,0,5.90,10.90,10.9,8.4,0,0,,0,0,0,0,,0,6,5,59,11.8,0,83.3,9.8,3,0,0,,0,WR,3-91
Sammy Watkins,5.90,0,0,4,0,0,2,Sun,17,18,2023-01-08,29-208,BAL,@,CIN,L 16-27,0,0,0,,0,0,0,,,,,0,0,,,,,,2,0,79,79,0,5.90,7.90,8.9,6.9,0,0,,0,0,0,0,,0,4,2,79,39.5,0,50.0,19.8,1,0,0,,0,WR,1-4
Baker Mayfield,5.88,22,2,0,0,0,2,Sun,4,4,2022-10-02,27-171,CAR,,ARI,L 16-26,22,36,14,61.1,197,1,2,,2.8,5.6,61.9,2,17,5.26,5.5,3.53,2.89,9.0,2,180,0,1,0,5.88,5.88,8.9,7.9,2,0,0.0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Jared Goff,5.86,19,3,0,0,0,3,Sun,5,5,2022-10-09,27-360,DET,@,NWE,L 0-29,19,35,16,54.3,229,0,1,,0.0,2.9,62.7,2,18,5.41,6.5,5.26,4.49,12.1,3,218,7,7,0,5.86,5.86,7.9,6.9,3,7,2.3,0,0,0,0,,0,0,0,0,,0,,,0,0,0,,0,QB,1-1
Brandon Aiyuk,5.80,0,0,4,0,0,3,Sun,5,5,2022-10-09,24-206,SFO,@,CAR,W 37-15,0,0,0,,0,0,0,,,,,0,0,,,,,,3,0,58,58,0,5.80,8.80,8.8,7.3,0,0,,0,0,0,0,,0,4,3,58,19.3,0,75.0,14.5,2,0,0,,0,WR,1-25
Kendrick Bourne,5.80,0,0,5,0,0,4,Sun,3,3,2022-09-25,27-052,NWE,,BAL,L 26-37,0,0,0,,0,0,0,,,,,0,0,,,,,,4,0,58,58,0,5.80,9.80,9.8,7.8,0,0,,0,0,0,0,,0,5,4,58,14.5,0,80.0,11.6,3,0,0,,0,WR,
