Team,Date,Pts,TD,TD2,KRTD,Blck,Over/Under,TD3,TO,Day,G#,Week,,Opp,Result,Opp. RushingAtt,Opp. RushingYds,Opp. RushingY/A,Opp. RushingTD,Opp. PassingCmp,Opp. PassingAtt,Opp. PassingCmp%,Opp. PassingYds,Opp. PassingTD,Opp. PassingSk,Opp. PassingYds4,Opp. PassingInt,Opp. PassingRate,Pts5,PtsO,PtDif,PC,PuntingPnt,PuntingYds,PuntingY/P,PuntingBlck,KRTD6,PRTD,IntTD,FRTD,OthTD,RetTD,OppKRTD,OppPRTD,OppIntTD,OppFRTD,TD7,KickingXPA,KickingXPM,KickingAtt,KickingMd,Sfty,Tot. Off.Tot,Tot. Off.Ply,Tot. Off.Y/P,Tot. Off.DPly,Tot. Off.DY/P,Tot. Off.TO,Tot. Off.ToP,Tot. Off.Time,VegasSpread,Vegasvs. Line,VegasOver/Under,VegasOU Result
CAR,2022-12-18,16,0,3,0,0,37.5,3,0,Sun,14,15,,PIT,L 16-24,45,156,3.5,3,17,22,77.3,169,0,1,10,0,98.5,16,24,-8,40,4,194,48.5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,209,43,4.86,68,4.78,0,23:49,2:52,-2.5,did not cover,37.5,over
PIT,2022-12-18,24,1,0,0,0,37.5,1,0,Sun,14,15,@,CAR,W 24-16,16,21,1.3,0,14,23,60.9,188,1,4,37,0,101.4,24,16,8,40,3,136,45.3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,325,68,4.78,43,4.86,0,36:11,2:52,2.5,covered,37.5,over
CHI,2022-12-18,20,0,3,0,0,48.5,3,1,Sun,14,15,,PHI,L 20-25,33,112,3.4,3,22,37,59.5,309,0,1,6,2,63.9,20,25,-5,45,6,252,42.0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,248,58,4.28,71,5.93,1,30:07,3:10,8.5,covered,48.5,under
PHI,2022-12-18,25,2,1,0,0,48.5,3,3,Sun,14,15,@,CHI,W 25-20,30,157,5.2,1,14,22,63.6,91,2,6,61,0,102.7,25,20,5,45,2,90,45.0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,421,71,5.93,58,4.28,3,29:53,3:10,-8.5,did not cover,48.5,under
ARI,2022-12-18,15,1,2,0,0,36.5,3,3,Sun,14,15,@,DEN,L 15-24,34,168,4.9,2,21,26,80.8,156,1,7,41,1,88.5,15,24,-9,39,6,299,49.8,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,1,0,240,59,4.07,67,4.84,3,27:02,2:58,1.5,did not cover,36.5,over
DEN,2022-12-18,24,0,1,0,0,36.5,1,2,Sun,14,15,,ARI,W 24-15,20,73,3.7,1,20,36,55.6,167,0,3,6,3,33.0,24,15,9,39,5,224,44.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,324,67,4.84,59,4.07,2,32:58,2:58,-1.5,covered,36.5,over
HOU,2022-12-18,24,2,2,0,0,48.5,4,1,Sun,14,15,,KAN,L 24-30 (OT),33,189,5.7,2,36,41,87.8,313,2,2,23,0,114.7,24,30,-6,54,5,234,46.8,0,0,0,0,0,0,0,0,0,0,0,4,2,1,2,1,0,219,58,3.78,76,6.61,1,27:25,3:11,14.5,covered,48.5,over
KAN,2022-12-18,30,2,1,0,0,48.5,3,2,Sun,14,15,@,HOU,W 30-24 (OT),28,94,3.4,1,14,29,48.3,125,2,1,4,0,83.3,30,24,6,54,4,193,48.3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,502,76,6.61,58,3.78,2,37:22,3:11,-14.5,did not cover,48.5,over
DAL,2022-12-18,34,4,0,0,0,48.0,5,2,Sun,14,15,@,JAX,L 34-40 (OT),27,192,7.1,0,27,42,64.3,311,4,1,7,1,108.3,34,40,-6,74,4,185,46.3,0,0,0,0,0,0,0,0,0,1,0,5,4,4,2,2,0,397,74,5.36,70,7.19,2,35:26,3:15,-4.0,did not cover,48.0,over
JAX,2022-12-18,40,3,1,0,0,48.0,4,3,Sun,14,15,,DAL,W 40-34 (OT),41,154,3.8,1,23,30,76.7,243,3,3,13,2,105.3,40,34,6,74,3,160,53.3,0,0,0,1,0,0,1,0,0,0,0,4,4,4,2,2,0,503,70,7.19,74,5.36,3,27:42,3:15,4.0,covered,48.0,over
ATL,2022-12-18,18,3,0,0,0,43.5,3,1,Sun,14,15,@,NOR,L 18-21,34,134,3.9,0,13,19,68.4,214,3,2,17,0,145.6,18,21,-3,39,5,208,41.6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,320,69,4.64,55,6.33,1,30:56,2:52,4.0,covered,43.5,under
NOR,2022-12-18,21,0,2,0,0,43.5,2,1,Sun,14,15,,ATL,W 21-18,39,231,5.9,2,13,26,50.0,89,0,4,8,0,58.0,21,18,3,39,4,181,45.3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,348,55,6.33,69,4.64,1,29:04,2:52,-4.0,did not cover,43.5,under
DET,2022-12-18,20,2,0,0,0,43.5,2,0,Sun,14,15,@,NYJ,W 20-17,22,50,2.3,0,18,35,51.4,287,2,4,30,1,86.3,20,17,3,37,4,178,44.5,0,0,1,0,0,0,1,0,0,0,0,2,2,2,2,1,0,359,66,5.44,61,5.52,0,32:32,3:04,1.0,covered,43.5,under
NYJ,2022-12-18,17,1,0,0,0,43.5,2,1,Sun,14,15,,DET,L 17-20,28,107,3.8,0,23,38,60.5,252,1,0,0,0,88.9,17,20,-3,37,6,300,50.0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,3,2,0,337,61,5.52,66,5.44,1,27:28,3:04,-1.0,did not cover,43.5,under
NWE,2022-12-18,24,3,0,0,1,45.0,4,1,Sun,14,15,@,LVR,L 24-30,23,97,4.2,0,20,38,52.6,211,3,3,20,1,84.4,24,30,-6,54,6,226,37.7,1,0,0,1,0,0,1,0,0,0,1,4,3,3,1,1,0,318,63,5.05,64,4.81,1,26:44,3:19,1.5,did not cover,45.0,over
LVR,2022-12-18,30,0,1,0,0,45.0,2,1,Sun,14,15,,NWE,W 30-24,32,206,6.4,1,13,31,41.9,112,0,0,0,0,52.1,30,24,6,54,7,324,46.3,0,0,0,0,1,0,1,0,0,1,0,2,1,1,3,3,0,308,64,4.81,63,5.05,1,33:16,3:19,-1.5,covered,45.0,over
TEN,2022-12-18,14,0,2,0,0,46.5,2,1,Sun,14,15,@,LAC,L 14-17,24,74,3.1,2,28,42,66.7,291,0,3,22,2,66.7,14,17,-3,31,7,392,56.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,284,57,4.98,69,5.29,1,30:12,3:02,3.0,push,46.5,under
LAC,2022-12-18,17,0,2,0,0,46.5,2,2,Sun,14,15,,TEN,W 17-14,27,127,4.7,2,18,26,69.2,157,0,4,28,1,68.9,17,14,3,31,7,291,41.6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,365,69,5.29,57,4.98,2,29:48,3:02,-3.0,push,46.5,under
CIN,2022-12-18,34,3,0,0,0,45.0,3,1,Sun,14,15,@,TAM,W 34-23,25,92,3.7,0,30,44,68.2,304,3,1,8,2,91.5,34,23,11,57,4,180,45.0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,1,0,237,62,3.82,70,5.66,1,29:25,3:07,-3.5,covered,45.0,over
TAM,2022-12-18,23,4,0,0,0,45.0,4,4,Sun,14,15,,CIN,L 23-34,21,53,2.5,0,27,39,69.2,184,4,2,16,1,102.9,23,34,-11,57,1,51,51.0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,0,396,70,5.66,62,3.82,4,30:35,3:07,3.5,did not cover,45.0,over
NYG,2022-12-18,20,1,0,0,0,40.5,1,0,Sun,14,15,@,WAS,W 20-12,26,159,6.1,0,17,29,58.6,228,1,3,21,0,95.2,20,12,8,32,5,213,42.6,0,0,0,0,1,0,1,0,0,0,0,1,1,0,2,2,0,288,62,4.65,58,6.67,0,30:30,3:07,4.5,covered,40.5,under
WAS,2022-12-18,12,0,1,0,0,40.5,2,2,Sun,14,15,,NYG,L 12-20,30,128,4.3,1,21,32,65.6,160,0,0,0,0,77.6,12,20,-8,32,4,177,44.3,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,0,387,58,6.67,62,4.65,2,29:30,3:07,-4.5,did not cover,40.5,under
GNB,2022-12-19,24,1,0,0,0,39.5,1,2,Mon,14,15,,LAR,W 24-12,17,72,4.2,0,12,21,57.1,84,1,5,27,1,62.4,24,12,12,36,1,37,37.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,345,68,5.07,43,3.63,2,37:19,2:57,-7.0,covered,39.5,under
LAR,2022-12-19,12,1,2,0,0,39.5,3,1,Mon,14,15,@,GNB,L 12-24,35,138,3.9,2,22,30,73.3,207,1,3,22,1,89.2,12,24,-12,36,4,151,37.8,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,156,43,3.63,68,5.07,1,22:41,2:57,7.0,did not cover,39.5,under
JAX,2022-12-22,19,0,0,0,0,37.0,0,1,Thu,15,16,@,NYJ,W 19-3,20,66,3.3,0,19,33,57.6,161,0,3,21,1,57.8,19,3,16,22,2,64,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,365,71,5.14,56,4.05,1,34:52,2:53,2.0,covered,37.0,under
NYJ,2022-12-22,3,0,1,0,0,37.0,1,2,Thu,15,16,,JAX,L 3-19,39,147,3.8,1,20,31,64.5,218,0,1,11,0,85.1,3,19,-16,22,5,201,40.2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,0,227,56,4.05,71,5.14,2,25:08,2:53,-2.0,did not cover,37.0,under
CAR,2022-12-24,37,3,0,0,0,43.5,3,0,Sat,15,16,,DET,W 37-23,17,45,2.6,0,25,42,59.5,336,3,2,19,0,108.8,37,23,14,60,3,117,39.0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,1,1,0,570,65,8.77,61,6.25,0,35:13,3:07,2.5,covered,43.5,over
DET,2022-12-24,23,1,3,0,0,43.5,4,1,Sat,15,16,@,CAR,L 23-37,43,320,7.4,3,15,22,68.2,250,1,0,0,0,121.4,23,37,-14,60,4,206,51.5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,0,381,61,6.25,65,8.77,1,24:47,3:07,-2.5,did not cover,43.5,over
BUF,2022-12-24,35,1,0,0,0,40.0,1,3,Sat,15,16,@,CHI,W 35-13,29,80,2.8,0,18,28,64.3,129,1,2,15,1,71.9,35,13,22,48,3,161,53.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,426,58,7.34,59,3.54,3,28:48,3:02,-8.0,covered,40.0,over
CHI,2022-12-24,13,2,3,0,0,40.0,5,2,Sat,15,16,,BUF,L 13-35,31,254,8.2,3,15,26,57.7,172,2,1,0,2,71.3,13,35,-22,48,4,197,49.3,0,0,0,0,0,0,0,0,0,0,0,5,4,3,1,0,0,209,59,3.54,58,7.34,2,31:12,3:02,8.0,did not cover,40.0,over
CLE,2022-12-24,10,0,2,0,0,32.0,2,1,Sat,15,16,,NOR,L 10-17,39,152,3.9,2,8,15,53.3,92,0,0,0,1,44.3,10,17,-7,27,5,213,42.6,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,0,249,67,3.72,54,4.52,1,30:46,2:48,-3.0,did not cover,32.0,under
NOR,2022-12-24,17,0,1,0,0,32.0,1,1,Sat,15,16,@,CLE,W 17-10,34,124,3.6,1,15,31,48.4,125,0,2,10,1,45.8,17,10,7,27,6,254,42.3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,244,54,4.52,67,3.72,1,29:14,2:48,3.0,covered,32.0,under
DAL,2022-12-24,40,2,1,0,0,47.0,4,1,Sat,15,16,,PHI,W 40-34,29,87,3.0,1,24,40,60.0,355,2,0,0,2,84.9,40,34,6,74,1,57,57.0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,2,2,0,419,72,5.82,69,6.41,1,32:18,3:03,-4.5,covered,47.0,over
PHI,2022-12-24,34,3,1,0,0,47.0,4,4,Sat,15,16,@,DAL,L 34-40,31,115,3.7,1,27,35,77.1,304,3,6,43,1,119.2,34,40,-6,74,0,0,,0,0,0,1,0,0,1,0,0,0,0,4,4,4,4,4,0,442,69,6.41,72,5.82,4,27:42,3:03,4.5,did not cover,47.0,over
KAN,2022-12-24,24,1,0,0,0,49.5,1,0,Sat,15,16,,SEA,W 24-10,31,133,4.3,0,25,40,62.5,200,1,2,15,1,72.9,24,10,14,34,6,246,41.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,297,51,5.82,73,4.56,0,24:58,2:58,-10.0,covered,49.5,under
SEA,2022-12-24,10,2,1,0,0,49.5,3,1,Sat,15,16,@,KAN,L 10-24,22,77,3.5,1,16,28,57.1,220,2,1,4,0,106.2,10,24,-14,34,5,238,47.6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,333,73,4.56,51,5.82,1,35:02,2:58,10.0,did not cover,49.5,under
MIN,2022-12-24,27,1,1,0,0,49.5,2,0,Sat,15,16,,NYG,W 27-24,21,126,6.0,1,30,42,71.4,319,1,3,15,1,91.3,27,24,3,51,5,241,48.2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,0,353,71,4.97,66,6.74,0,30:47,3:04,-4.0,did not cover,49.5,over
NYG,2022-12-24,24,3,0,0,1,49.5,3,2,Sat,15,16,@,MIN,L 24-27,19,83,4.4,0,34,48,70.8,270,3,4,29,0,105.4,24,27,-3,51,4,129,32.3,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0,445,66,6.74,71,4.97,2,29:13,3:04,4.0,covered,49.5,over
CIN,2022-12-24,22,2,0,0,0,41.5,3,3,Sat,15,16,@,NWE,W 22-18,16,61,3.8,0,21,33,63.6,224,2,4,16,0,103.6,22,18,4,40,3,130,43.3,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,442,78,5.67,53,5.38,3,36:48,3:20,-3.0,covered,41.5,under
NWE,2022-12-24,18,3,0,0,0,41.5,3,1,Sat,15,16,,CIN,L 18-22,24,73,3.0,0,40,52,76.9,369,3,2,6,2,99.0,18,22,-4,40,6,238,39.7,0,0,0,1,0,0,1,0,0,0,0,3,2,1,2,1,0,285,53,5.38,78,5.67,1,23:12,3:20,3.0,did not cover,41.5,under
HOU,2022-12-24,19,0,2,0,0,35.5,2,1,Sat,15,16,@,TEN,W 19-14,31,184,5.9,2,14,23,60.9,88,0,4,11,2,32.5,19,14,5,33,5,221,44.2,0,0,0,0,1,0,1,0,0,0,0,2,2,2,0,0,0,285,63,4.52,58,4.69,1,33:03,2:42,3.0,covered,35.5,under
TEN,2022-12-24,14,1,0,0,0,35.5,2,3,Sat,15,16,,HOU,L 14-19,30,70,2.3,0,20,32,62.5,215,1,1,3,1,79.6,14,19,-5,33,6,301,50.2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,0,272,58,4.69,63,4.52,3,26:57,2:42,-3.0,did not cover,35.5,under
PIT,2022-12-24,13,1,0,0,0,38.0,1,1,Sat,15,16,,LVR,W 13-10,19,58,3.1,0,16,30,53.3,143,1,3,31,3,37.9,13,10,3,23,3,140,46.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,350,66,5.30,52,3.87,1,32:39,2:53,-2.0,covered,38.0,under
LVR,2022-12-24,10,1,0,0,0,38.0,1,3,Sat,15,16,@,PIT,L 10-13,27,106,3.9,0,26,39,66.7,244,1,0,0,1,81.6,10,13,-3,23,5,208,41.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2,0,201,52,3.87,66,5.30,3,27:21,2:53,2.0,did not cover,38.0,under
ATL,2022-12-24,9,1,0,0,0,34.5,1,1,Sat,15,16,@,BAL,L 9-17,34,184,5.4,0,9,17,52.9,115,1,0,0,0,94.0,9,17,-8,26,3,112,37.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,0,327,68,4.81,51,5.86,1,32:44,2:57,6.5,did not cover,34.5,under
BAL,2022-12-24,17,0,0,0,0,34.5,0,0,Sat,15,16,,ATL,W 17-9,33,115,3.5,0,22,33,66.7,212,0,2,6,0,84.4,17,9,8,26,3,115,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,299,51,5.86,68,4.81,0,27:16,2:57,-6.5,covered,34.5,under
SFO,2022-12-24,37,3,0,0,0,37.5,3,1,Sat,15,16,,WAS,W 37-20,33,79,2.4,0,25,34,73.5,270,3,2,19,1,113.6,37,20,17,57,2,80,40.0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,371,51,7.27,69,5.06,1,26:25,3:10,-6.5,covered,37.5,over
WAS,2022-12-24,20,2,2,0,0,37.5,4,2,Sat,15,16,@,SFO,L 20-37,26,153,5.9,2,15,22,68.2,218,2,3,16,1,111.6,20,37,-17,57,4,192,48.0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,0,349,69,5.06,51,7.27,2,33:35,3:10,6.5,did not cover,37.5,over
ARI,2022-12-25,16,1,0,0,0,40.5,1,3,Sun,15,16,,TAM,L 16-19 (OT),30,115,3.8,0,32,48,66.7,281,1,0,0,2,71.6,16,19,-3,35,7,322,46.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,0,325,74,4.39,78,5.08,3,29:22,3:31,7.5,covered,40.5,under
TAM,2022-12-25,19,0,1,0,0,40.5,1,2,Sun,15,16,@,ARI,W 19-16 (OT),27,121,4.5,1,25,46,54.3,204,0,1,17,1,56.8,19,16,3,35,5,244,48.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,0,396,78,5.08,74,4.39,2,36:57,3:31,-7.5,did not cover,40.5,under
GNB,2022-12-25,26,1,1,0,0,49.5,2,1,Sun,15,16,@,MIA,W 26-20,18,82,4.6,1,16,25,64.0,294,1,2,16,3,78.2,26,20,6,46,1,46,46.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,0,301,65,4.63,45,8.36,1,32:00,2:59,3.5,covered,49.5,under
MIA,2022-12-25,20,1,1,0,0,49.5,2,4,Sun,15,16,,GNB,L 20-26,25,79,3.2,1,24,38,63.2,222,1,2,16,1,76.9,20,26,-6,46,1,46,46.0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,0,376,45,8.36,65,4.63,4,28:00,2:59,-3.5,did not cover,49.5,under
DEN,2022-12-25,14,2,3,0,0,36.5,6,4,Sun,15,16,@,LAR,L 14-51,36,158,4.4,3,24,28,85.7,230,2,0,0,0,124.7,14,51,-37,65,2,100,50.0,0,0,0,0,0,0,0,0,0,1,0,6,6,6,3,3,0,323,61,5.30,64,6.06,4,23:25,2:58,-3.0,did not cover,36.5,over
LAR,2022-12-25,51,1,0,0,0,36.5,1,0,Sun,15,16,,DEN,W 51-14,20,104,5.2,0,19,35,54.3,219,1,6,40,4,43.3,51,14,37,65,0,0,,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,0,388,64,6.06,61,5.30,0,36:35,2:58,3.0,covered,36.5,over
IND,2022-12-26,3,0,2,0,0,45.5,2,3,Mon,15,16,,LAC,L 3-20,32,101,3.2,2,24,31,77.4,213,0,4,22,1,81.8,3,20,-17,23,3,146,48.7,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,173,50,3.46,67,4.69,3,26:06,2:48,4.0,did not cover,45.5,under
LAC,2022-12-26,20,0,0,0,0,45.5,0,2,Mon,15,16,@,IND,W 20-3,14,69,4.9,0,17,29,58.6,104,0,7,39,3,26.3,20,3,17,23,4,153,38.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,314,67,4.69,50,3.46,2,33:54,2:48,-4.0,covered,45.5,under
DAL,2022-12-29,27,1,0,0,0,39.5,1,3,Thu,16,17,@,TEN,W 27-13,24,97,4.0,0,20,39,51.3,220,1,2,12,1,66.2,27,13,14,40,3,121,40.3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,361,74,4.88,65,4.88,3,33:26,3:02,-12.5,covered,39.5,over
TEN,2022-12-29,13,2,1,0,0,39.5,3,2,Thu,16,17,,DAL,L 13-27,32,87,2.7,1,29,41,70.7,274,2,1,8,2,84.8,13,27,-14,40,5,237,47.4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0,317,65,4.88,74,4.88,2,26:34,3:02,12.5,did not cover,39.5,over
ATL,2023-01-01,20,1,0,0,0,41.0,1,1,Sun,16,17,,ARI,W 20-19,27,126,4.7,0,24,40,60.0,213,1,2,9,0,82.6,20,19,1,39,3,148,49.3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,0,298,61,4.89,69,4.91,1,32:24,2:56,-6.0,did not cover,41.0,under
ARI,2023-01-01,19,0,2,0,1,41.0,2,0,Sun,16,17,@,ATL,L 19-20,34,132,3.9,2,19,26,73.1,166,0,1,3,0,89.6,19,20,-1,39,2,34,17.0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,339,69,4.91,61,4.89,0,27:36,2:56,6.0,covered,41.0,under
CHI,2023-01-01,10,3,2,0,0,52.5,5,2,Sun,16,17,@,DET,L 10-41,39,265,6.8,2,21,29,72.4,239,3,2,16,0,131.2,10,41,-31,51,7,321,45.9,0,0,0,0,0,0,0,0,0,0,0,5,5,5,2,2,0,230,50,4.60,70,7.20,2,24:17,2:54,6.0,did not cover,52.5,under
DET,2023-01-01,41,1,0,0,0,52.5,1,0,Sun,16,17,,CHI,W 41-10,22,200,9.1,0,7,21,33.3,30,1,7,45,1,38.4,41,10,31,51,3,150,50.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,504,70,7.20,50,4.60,0,35:43,2:54,-6.0,covered,52.5,under
GNB,2023-01-01,41,2,0,1,1,47.5,2,0,Sun,16,17,,MIN,W 41-17,20,102,5.1,0,22,35,62.9,244,2,2,18,3,66.8,41,17,24,58,3,81,27.0,1,1,0,1,0,0,2,0,0,0,0,2,2,2,3,1,0,315,61,5.16,57,6.07,0,34:04,2:54,-3.0,covered,47.5,over
MIN,2023-01-01,17,1,2,0,0,47.5,5,4,Sun,16,17,@,GNB,L 17-41,33,163,4.9,2,17,27,63.0,152,1,1,16,0,90.4,17,41,-24,58,2,95,47.5,0,0,0,0,0,0,0,1,0,1,0,5,5,5,2,2,0,346,57,6.07,61,5.16,4,25:56,2:54,3.0,did not cover,47.5,over
HOU,2023-01-01,3,0,3,0,0,43.0,4,1,Sun,16,17,,JAX,L 3-31,29,169,5.8,3,22,29,75.9,168,0,2,13,2,60.7,3,31,-28,34,6,274,45.7,0,0,0,0,0,0,0,0,0,0,1,4,4,4,1,1,0,277,67,4.13,60,5.62,1,30:30,2:54,3.0,did not cover,43.0,under
JAX,2023-01-01,31,0,0,0,0,43.0,0,2,Sun,16,17,@,HOU,W 31-3,21,84,4.0,0,25,44,56.8,193,0,2,18,0,67.7,31,3,28,34,5,217,43.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,337,60,5.62,67,4.13,2,29:30,2:54,-3.0,covered,43.0,under
DEN,2023-01-01,24,3,1,0,0,45.0,4,2,Sun,16,17,@,KAN,L 24-27,16,46,2.9,1,29,42,69.0,328,3,0,0,1,106.1,24,27,-3,51,5,257,51.4,0,0,0,0,0,0,0,0,0,0,0,4,3,3,1,0,0,307,66,4.65,58,6.45,2,33:06,3:04,12.5,covered,45.0,over
KAN,2023-01-01,27,1,2,0,0,45.0,3,2,Sun,16,17,,DEN,W 27-24,24,117,4.9,2,26,38,68.4,190,1,4,32,1,77.7,27,24,3,51,5,263,52.6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,1,1,0,374,58,6.45,66,4.65,2,26:54,3:04,-12.5,did not cover,45.0,over
MIA,2023-01-01,21,2,0,0,0,41.0,3,2,Sun,16,17,@,NWE,L 21-23,21,76,3.6,0,20,33,60.6,173,2,3,31,0,94.6,21,23,-2,44,4,189,47.3,0,0,0,0,0,0,0,0,0,1,0,3,3,2,1,1,0,333,69,4.83,57,4.37,2,33:48,3:10,2.5,covered,41.0,over
NWE,2023-01-01,23,2,1,0,0,41.0,3,0,Sun,16,17,,MIA,W 23-21,27,86,3.2,1,24,40,60.0,247,2,2,18,2,73.6,23,21,2,44,5,212,42.4,0,0,0,1,0,0,1,0,0,0,0,3,3,3,1,0,0,249,57,4.37,69,4.83,0,26:12,3:10,-2.5,did not cover,41.0,over
IND,2023-01-01,10,2,2,0,0,39.0,5,1,Sun,16,17,@,NYG,L 10-38,37,217,5.9,2,19,24,79.2,177,2,0,0,0,125.2,10,38,-28,48,4,147,36.8,0,0,0,0,0,0,0,0,0,1,0,5,5,5,1,1,0,252,56,4.50,61,6.46,1,28:24,2:42,5.5,did not cover,39.0,over
NYG,2023-01-01,38,1,0,0,0,39.0,1,1,Sun,16,17,,IND,W 38-10,27,128,4.7,0,17,27,63.0,124,1,2,17,1,70.6,38,10,28,48,1,47,47.0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,2,1,0,394,61,6.46,56,4.50,1,31:36,2:42,-5.5,covered,39.0,over
NOR,2023-01-01,20,1,0,0,0,41.5,1,1,Sun,16,17,@,PHI,W 20-10,15,67,4.5,0,18,32,56.3,246,1,6,28,1,78.4,20,10,10,30,6,256,42.7,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,313,66,4.74,53,5.91,1,37:04,2:53,5.5,covered,41.5,under
PHI,2023-01-01,10,0,1,0,0,41.5,2,1,Sun,16,17,,NOR,L 10-20,35,129,3.7,1,20,24,83.3,184,0,7,45,1,81.3,10,20,-10,30,6,251,41.8,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,0,313,53,5.91,66,4.74,1,22:56,2:53,-5.5,did not cover,41.5,under
LVR,2023-01-01,34,2,2,0,0,42.5,4,2,Sun,16,17,,SFO,L 34-37 (OT),27,170,6.3,2,22,35,62.9,284,2,0,0,1,95.4,34,37,-3,71,2,81,40.5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,0,500,66,7.58,62,7.32,2,32:00,3:24,9.5,covered,42.5,over
SFO,2023-01-01,37,3,1,0,0,42.5,4,1,Sun,16,17,@,LVR,W 37-34 (OT),32,135,4.2,1,23,34,67.6,365,3,0,0,2,108.1,37,34,3,71,2,93,46.5,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,2,0,454,62,7.32,66,7.58,1,31:07,3:24,-9.5,did not cover,42.5,over
PIT,2023-01-01,16,1,0,0,0,35.0,1,0,Sun,16,17,@,BAL,W 16-13,28,120,4.3,0,14,21,66.7,120,1,1,10,1,77.5,16,13,3,29,2,99,49.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,351,70,5.01,50,4.80,0,34:14,2:51,2.5,covered,35.0,under
BAL,2023-01-01,13,1,0,0,0,35.0,1,1,Sun,16,17,,PIT,L 13-16,41,198,4.8,0,15,27,55.6,153,1,2,15,0,84.3,13,16,-3,29,4,179,44.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,3,0,240,50,4.80,70,5.01,1,25:46,2:51,-2.5,did not cover,35.0,under
LAR,2023-01-01,10,2,2,0,0,41.5,4,1,Sun,16,17,@,LAC,L 10-31,31,192,6.2,2,24,31,77.4,239,2,0,0,0,120.2,10,31,-21,41,5,222,44.4,0,0,0,0,0,0,0,0,0,0,0,4,4,4,1,1,0,277,48,5.77,62,6.95,1,28:08,2:38,6.5,did not cover,41.5,under
